CASE_SEQUENCE,WARD,CREATION_MONTH,N_POTHOLES_FILLED_ON_BLOCK,N_DAYS_FOR_COMPLETION,LATITUDE,LONGITUDE
11807,39,3,23,7,41.990064317,-87.7435368
11808,15,3,37,7,41.810530535,-87.6650841
11809,15,3,73,7,41.810510391,-87.66751629
11810,2,3,2,7,41.909164426,-87.6721853
11811,36,3,2,7,41.923856828,-87.76695974
11812,47,3,10,7,41.950505111,-87.68738043
11813,41,3,6,7,41.985912738,-87.78782444
11814,17,3,46,7,41.773750518,-87.69373822
11815,27,3,12,7,41.880037696,-87.67920246
11816,2,3,3,7,41.910518468,-87.66782811
11817,39,3,15,7,41.984568894,-87.71762001
11818,36,3,6,7,41.923764865,-87.78818547
11819,23,3,3,7,41.792923387,-87.77466092
11820,41,3,43,7,41.994299802,-87.79797338
11821,6,3,1,7,41.736597227,-87.61438459
11822,4,3,35,7,41.83686479,-87.61409217
11823,4,3,3,7,41.837549385,-87.61353108
11824,18,3,51,7,41.735420998,-87.72737499
11825,40,3,16,7,41.976644783,-87.69573516
11826,8,3,26,7,41.748060316,-87.57736455
11827,40,3,15,7,41.971915862,-87.68644173
11828,1,3,3,7,41.89684546,-87.66541474
11829,29,3,10,7,41.936060416,-87.81048753
11830,40,3,6,7,41.96844652,-87.69638824
11831,8,3,27,7,41.73676803,-87.59314504
11832,6,3,2,7,41.74562442,-87.6100724
11833,33,3,5,8,41.953826561,-87.70543353
11834,27,3,7,8,41.875087914,-87.67905321
11835,27,3,3,8,41.875142094,-87.6766382
11836,47,3,5,8,41.954323838,-87.67432084
11837,15,3,19,8,41.812078063,-87.66644123
11838,47,3,3,8,41.955643027,-87.67996486
11839,29,3,20,8,41.936402622,-87.80919629
11840,39,3,15,8,41.99127669,-87.73853282
11841,37,3,19,8,41.901129253,-87.74824712
11842,39,3,9,8,41.990862801,-87.74003572
11843,37,3,1,8,41.903590884,-87.7252601
11844,37,3,6,8,41.902500568,-87.74394721
11845,14,3,2,8,41.807686168,-87.73106811
11846,32,3,3,8,41.93874479,-87.66393163
11847,14,3,2,8,41.802368441,-87.73383352
11848,2,3,3,8,41.909915336,-87.67220685
11849,14,3,58,8,41.802163105,-87.73256261
11850,14,3,2,8,41.805578818,-87.73071855
11851,14,3,15,8,41.803267175,-87.7331011
11852,14,3,5,8,41.807086279,-87.73350195
11853,41,3,14,8,41.974562405,-87.81061168
11854,41,3,10,8,41.974341973,-87.81904849
11855,41,3,38,8,41.974391535,-87.81676885
11856,14,2,6,9,41.808081373,-87.73224576
11857,21,2,4,9,41.735802944,-87.67038948
11858,4,2,12,9,41.805946757,-87.59141607
11859,6,2,3,9,41.74186715,-87.61643684
11860,47,2,8,9,41.947171033,-87.69054816
11861,46,2,21,9,41.965390666,-87.64867027
11862,39,2,1,9,41.983048083,-87.71877043
11863,46,2,74,9,41.968363247,-87.65021364
11864,3,2,1,9,41.812869793,-87.61286557
11865,25,2,60,9,41.853281458,-87.64113687
11866,1,2,15,9,41.907258596,-87.67281319
11867,1,2,15,9,41.899807319,-87.66795906
11868,34,2,15,9,41.683083781,-87.63731506
11869,1,2,96,9,41.905618643,-87.67479767
11870,31,2,15,9,41.923549688,-87.74613388
11871,31,2,13,9,41.924209262,-87.74037836
11872,19,2,6,10,41.702638549,-87.68164578
11873,34,2,23,10,41.682822994,-87.64050299
11874,18,2,32,10,41.740759318,-87.70332883
11875,24,2,1,10,41.872786573,-87.71444313
11876,34,2,1,10,41.677708987,-87.64159577
11877,34,2,10,10,41.676130192,-87.63949765
11878,39,2,5,10,41.987759237,-87.71741842
11879,36,2,12,10,41.922048664,-87.76597886
11880,41,2,9,10,41.993358887,-87.79352051
11881,32,2,4,10,41.936097893,-87.6733006
11882,2,2,1,10,41.917808616,-87.65835847
11883,5,2,2,10,41.775286112,-87.58622347
11884,18,2,49,10,41.738487732,-87.7297193
11885,33,2,22,10,41.954034304,-87.70732758
11886,33,2,20,10,41.954012658,-87.70977681
11887,24,2,19,10,41.869978176,-87.7203709
11888,14,2,2,10,41.807716814,-87.7286199
11889,1,2,6,10,41.903407374,-87.67046561
11890,47,2,25,10,41.969265428,-87.67246143
11891,29,2,10,10,41.922191866,-87.80505595
11892,39,2,27,10,41.982937562,-87.71236797
11893,24,2,1,10,41.873537777,-87.71961462
11894,18,2,36,10,41.740696435,-87.70714098
11895,29,2,15,10,41.918165838,-87.8007156
11896,29,2,12,10,41.919962092,-87.80077483
11897,29,2,20,10,41.921138639,-87.80081073
11898,36,2,75,10,41.923707257,-87.79294438
11899,32,2,6,10,41.939570356,-87.66983771
11900,6,2,5,10,41.733949626,-87.60948675
11901,19,2,8,10,41.704460891,-87.68170835
11902,14,2,12,11,41.815327509,-87.70471681
11903,47,2,7,11,41.950732402,-87.6702423
11904,1,2,1,11,41.903377468,-87.66764314
11905,39,2,19,11,41.97994913,-87.71471925
11906,47,2,2,11,41.948561484,-87.69088085
11907,39,2,30,11,41.986745068,-87.71279838
11908,24,2,65,11,41.869661447,-87.71537835
11909,47,2,3,11,41.959074248,-87.67904839
11910,19,2,11,11,41.701280755,-87.68288149
11911,5,2,15,11,41.767141525,-87.57617921
11912,31,2,20,11,41.92440954,-87.74187996
11913,31,2,17,11,41.924379006,-87.74393011
11914,5,2,14,11,41.775172431,-87.58898707
11915,1,2,16,11,41.902826644,-87.6685625
11916,46,2,3,11,41.96576328,-87.64737502
11917,37,2,1,12,41.89540873,-87.72984765
11918,46,2,1,12,41.951746452,-87.65310412
11919,48,2,17,12,41.976621628,-87.65079003
11920,28,2,5,12,41.878088423,-87.72570292
11921,28,2,25,13,41.877074588,-87.73547397
11922,34,2,1,13,41.677923389,-87.64198965
11923,36,2,1,13,41.918015728,-87.77566564
11924,40,2,12,13,41.975998826,-87.68986386
11925,23,2,1,13,41.789960635,-87.78890359
11926,37,2,8,13,41.899002813,-87.73370554
11927,36,2,1,13,41.920628598,-87.77575322
11928,39,2,4,13,41.997168744,-87.74598133
11929,40,2,17,13,41.973087914,-87.69210991
11930,46,2,3,13,41.965475275,-87.6549356
11931,36,2,35,13,41.923800705,-87.77055507
11932,24,2,43,13,41.87355272,-87.7255364
11933,23,2,18,14,41.789160309,-87.79620277
11934,46,2,20,14,41.965697086,-87.6478877
11935,4,2,3,14,41.805907985,-87.59176735
11936,27,2,100,14,41.875130979,-87.67651098
11937,5,2,18,14,41.7624914,-87.57636752
11938,36,2,5,14,41.923398375,-87.78192983
11939,40,2,18,14,41.96842807,-87.69364683
11940,4,2,17,14,41.799567814,-87.59656239
11941,34,2,2,15,41.679598294,-87.64211281
11942,47,2,2,15,41.946934096,-87.6844764
11943,18,2,65,15,41.743290597,-87.70694137
11944,31,2,13,15,41.924658044,-87.72143021
11945,5,2,4,15,41.78790096,-87.60593525
11946,40,2,9,15,41.968666678,-87.69563455
11947,27,2,14,15,41.890341088,-87.67517697
11948,40,2,36,15,41.970053202,-87.6937001
11949,40,2,50,15,41.972315716,-87.6948511
11950,40,2,1,15,41.971026479,-87.69862524
11951,41,2,27,15,41.996402016,-87.79884627
11952,41,2,6,15,41.976255732,-87.81428304
11953,46,2,4,15,41.965750973,-87.64722597
11954,2,2,20,15,41.923535063,-87.66097718
11955,29,2,8,16,41.932665275,-87.80548724
11956,29,2,1,16,41.936545259,-87.80270259
11957,37,2,10,16,41.899144863,-87.73373338
11958,24,2,15,16,41.869709338,-87.72457345
11959,32,2,10,16,41.939548711,-87.67150019
11960,19,2,12,16,41.706282332,-87.68176359
11961,32,2,4,16,41.938760902,-87.6629752
11962,2,2,6,16,41.92021658,-87.6584371
11963,2,2,3,16,41.92653212,-87.66447452
11964,2,2,8,16,41.923592788,-87.66190186
11965,2,2,3,16,41.921734965,-87.662635
11966,2,2,2,16,41.918730474,-87.66019062
11967,1,2,21,16,41.916927234,-87.68735384
11968,36,2,10,16,41.920498272,-87.76600543
11969,34,2,17,16,41.679567911,-87.64098687
11970,42,2,26,16,41.891147072,-87.61437506
11971,34,2,1,19,41.682973474,-87.64222847
11972,4,2,47,18,41.806809768,-87.58751953
11973,5,2,10,18,41.763007738,-87.5760856
11974,47,2,64,17,41.969038442,-87.66766239
11975,28,2,12,17,41.874467007,-87.7255684
11976,28,2,12,17,41.874435573,-87.72802035
11977,28,2,8,17,41.874407544,-87.73047123
11978,28,2,10,17,41.874346595,-87.73430201
11979,28,2,15,17,41.873764324,-87.73591531
11980,28,2,10,17,41.876915398,-87.73056852
11981,36,2,1,17,41.917072435,-87.76802072
11982,37,2,26,17,41.909863573,-87.7363803
11983,4,2,67,17,41.806960615,-87.59004329
11984,8,2,75,17,41.749567128,-87.60512784
11985,43,2,1,17,41.923797792,-87.63077727
11986,24,2,19,22,41.858783293,-87.73833483
11987,28,2,8,22,41.875312021,-87.72563282
11988,37,2,28,22,41.909829712,-87.73861096
11989,2,2,12,21,41.923556864,-87.66085215
11990,34,2,7,20,41.683243667,-87.63619381
11991,5,2,6,20,41.76602778,-87.57644312
11992,44,3,25,0,41.945543198,-87.654422
11993,44,3,6,0,41.94732654,-87.65608252
11994,19,3,2,0,41.699002709,-87.6988819
11995,21,3,6,0,41.728393614,-87.66270265
11996,21,3,4,0,41.730209339,-87.66275368
11997,21,3,22,0,41.731925456,-87.66280594
11998,21,3,27,0,41.718156345,-87.62601147
11999,21,3,85,0,41.718162731,-87.62622078
12000,21,3,8,0,41.718142304,-87.62776556
12001,21,3,15,0,41.724999786,-87.66039596
12002,15,3,11,0,41.804869886,-87.68175025
12003,15,3,2,0,41.812337363,-87.66623743
12004,19,3,7,0,41.702579536,-87.70535386
12005,2,3,3,0,41.900481458,-87.68219449
12006,2,3,6,0,41.897732175,-87.67970046
12007,18,3,18,0,41.756400615,-87.71857599
12008,2,3,6,0,41.905008206,-87.67990227
12009,2,3,11,0,41.908466049,-87.66775
12010,2,3,3,0,41.91706773,-87.65824892
12011,2,3,5,0,41.916800386,-87.66543259
12012,41,3,25,0,41.982740841,-87.81191749
12013,32,3,28,0,41.921890578,-87.68740101
12014,1,3,31,0,41.932157453,-87.67962379
12015,19,3,3,0,41.702806655,-87.66920749
12016,19,3,6,0,41.702997086,-87.66893561
12017,43,3,2,0,41.929911546,-87.63209146
12018,43,3,2,0,41.927880788,-87.63184319
12019,43,3,2,0,41.926200718,-87.63133087
12020,19,3,2,0,41.699245452,-87.66433719
12021,19,3,9,0,41.699515634,-87.66177041
12022,49,3,12,0,42.005509587,-87.66910168
12023,34,3,7,0,41.699553584,-87.65872616
12024,43,3,3,0,41.932146926,-87.66097477
12025,49,3,7,0,42.005222064,-87.67314249
12026,49,3,6,0,42.005190333,-87.67547151
12027,9,3,8,0,41.729187273,-87.61205866
12028,31,3,5,0,41.933306255,-87.74681223
12029,49,3,30,0,42.005143245,-87.67803883
12030,49,3,10,0,42.005252336,-87.67146665
12031,17,3,6,0,41.778932912,-87.69962866
12032,49,3,2,0,42.00532155,-87.66709087
12033,49,3,1,0,42.00528898,-87.66915684
12034,17,3,13,0,41.778930007,-87.69859995
12035,48,3,1,0,41.985565959,-87.66767723
12036,17,3,10,0,41.778949856,-87.69840992
12037,48,3,2,0,41.985583868,-87.66659648
12038,48,3,30,0,41.985655004,-87.66323894
12039,48,3,5,0,41.985576045,-87.66017649
12040,48,3,10,0,41.985649799,-87.65533581
12041,50,3,3,0,42.000769126,-87.6898156
12042,50,3,2,0,42.001051967,-87.68982262
12043,50,3,6,0,42.002485325,-87.68985853
12044,50,3,12,0,42.003336043,-87.69017548
12045,50,3,2,0,42.002400186,-87.6901506
12046,50,3,2,0,42.002300911,-87.69014792
12047,50,3,2,0,42.000198897,-87.69009579
12048,50,3,2,0,41.99650756,-87.68999022
12049,50,3,2,0,41.99628183,-87.68998285
12050,50,3,7,0,41.995309899,-87.68995109
12051,40,3,1,0,41.987522263,-87.68971871
12052,40,3,6,0,41.984331087,-87.6896165
12053,40,3,4,0,41.984105141,-87.68961051
12054,40,3,2,0,41.980670145,-87.68948344
12055,40,3,4,0,41.975999524,-87.68934865
12056,40,3,1,0,41.975780676,-87.68927152
12057,40,3,1,0,41.974042913,-87.68923254
12058,40,3,5,0,41.973737997,-87.68922138
12059,40,3,1,0,41.970146784,-87.68910313
12060,40,3,3,0,41.969863718,-87.6890931
12061,19,3,5,0,41.691653239,-87.68500744
12062,19,3,6,0,41.6971378,-87.68518011
12063,19,3,15,0,41.698959232,-87.68523798
12064,19,3,11,0,41.701003955,-87.68400327
12065,34,3,7,0,41.706723578,-87.65619454
12066,19,3,9,0,41.704460891,-87.68170835
12067,27,3,1,0,41.87646123,-87.66679472
12068,19,3,6,0,41.70371771,-87.65750976
12069,19,3,5,0,41.701096554,-87.65828484
12070,19,3,3,0,41.703109898,-87.65754247
12071,45,3,1,0,41.960790023,-87.74768936
12072,39,3,1,0,41.984627356,-87.75069677
12073,39,3,1,0,41.98190199,-87.7534299
12074,41,3,6,0,41.998591748,-87.76670586
12075,39,3,1,0,41.996593452,-87.76420008
12076,29,3,47,0,41.902122926,-87.77308759
12077,29,3,5,0,41.907674922,-87.76591087
12078,31,3,12,0,41.938815844,-87.73971126
12079,27,3,36,0,41.86839109,-87.66657797
12080,39,3,1,0,41.958757133,-87.72791179
12081,8,3,95,0,41.749583137,-87.6038609
12082,39,3,1,0,41.958319398,-87.72789931
12083,39,3,5,0,41.956362955,-87.72754786
12084,39,3,1,0,41.96318927,-87.72803699
12085,21,3,4,0,41.735696989,-87.66320954
12086,21,3,15,0,41.73020471,-87.66304669
12087,21,3,14,0,41.726574186,-87.66295077
12088,21,3,9,0,41.722941218,-87.66286287
12089,15,3,43,0,41.789171696,-87.67765827
12090,15,3,39,0,41.792294847,-87.68139896
12091,19,3,1,0,41.703319313,-87.71238782
12092,18,3,18,0,41.736762188,-87.71434642
12093,18,3,12,0,41.738593282,-87.71440312
12094,18,3,16,0,41.740374827,-87.71445908
12095,18,3,26,0,41.754862471,-87.72034646
12096,15,3,35,0,41.773919011,-87.66421393
12097,44,3,6,0,41.939973244,-87.64195095
12098,44,3,2,0,41.940687459,-87.63809213
12099,46,3,2,0,41.968971293,-87.65547646
12100,39,3,35,0,41.971610379,-87.72434727
12101,39,3,5,0,41.968771853,-87.72456515
12102,35,3,18,0,41.968609433,-87.72329796
12103,39,3,15,0,41.970204957,-87.72334138
12104,39,3,16,0,41.971110243,-87.72336663
12105,39,3,1,0,41.971619523,-87.72338096
12106,39,3,1,0,41.970955333,-87.72553455
12107,35,3,9,0,41.968136947,-87.72765333
12108,35,3,1,0,41.96808471,-87.72787552
12109,11,3,3,0,41.814511597,-87.639144
12110,19,3,6,0,41.684619749,-87.68096575
12111,19,3,12,0,41.686433897,-87.68350715
12112,19,3,8,0,41.686433897,-87.68350715
12113,19,3,10,0,41.688275992,-87.68110803
12114,19,3,17,0,41.684616552,-87.68344578
12115,19,3,7,0,41.693744089,-87.68127787
12116,19,3,6,0,41.69371168,-87.68382306
12117,19,3,6,0,41.69371168,-87.68382306
12118,19,3,3,0,41.69371168,-87.68382306
12119,19,3,8,0,41.695540007,-87.68129538
12120,19,3,11,0,41.695527514,-87.68382485
12121,30,3,7,0,41.927463174,-87.78328232
12122,19,3,3,0,41.699192059,-87.68144038
12123,19,3,4,0,41.701021897,-87.68148892
12124,19,3,9,0,41.698986576,-87.68281085
12125,19,3,1,0,41.689125073,-87.68092492
12126,19,3,5,0,41.697161652,-87.68274741
12127,19,3,2,0,41.691477742,-87.68100001
12128,19,3,1,0,41.694696154,-87.6811034
12129,19,3,7,0,41.695339544,-87.68269193
12130,19,3,1,0,41.704183426,-87.68140633
12131,5,3,6,0,41.773562051,-87.57689619
12132,39,3,18,0,41.995202272,-87.78293276
12133,41,3,10,0,41.991161792,-87.79954688
12134,41,3,11,0,41.992546363,-87.80130442
12135,19,3,5,0,41.705207989,-87.68173109
12136,19,3,3,0,41.704234211,-87.68170116
12137,19,3,2,0,41.702186564,-87.68163354
12138,19,3,4,0,41.700415067,-87.6815773
12139,45,3,4,0,41.98858634,-87.77947562
12140,19,3,2,0,41.69741799,-87.68147947
12141,19,3,5,0,41.690389369,-87.68125815
12142,19,3,6,0,41.689357649,-87.68122469
12143,19,3,11,0,41.687843322,-87.68117734
12144,5,3,7,0,41.769810812,-87.58589932
12145,5,3,6,0,41.769834267,-87.58372913
12146,5,3,4,0,41.769861488,-87.58125921
12147,5,3,8,0,41.769938632,-87.57389372
12148,5,3,2,0,41.769964257,-87.57142872
12149,5,3,6,0,41.769984029,-87.56979362
12150,5,3,1,0,41.77180817,-87.56985068
12151,5,3,1,0,41.771789836,-87.57148006
12152,5,3,8,0,41.771769491,-87.5739436
12153,19,3,4,0,41.686013637,-87.68112229
12154,19,3,20,0,41.689687959,-87.68494369
12155,2,3,25,1,41.90897662,-87.66972942
12156,21,3,10,1,41.728163898,-87.66298962
12157,20,3,22,2,41.775200706,-87.60230668
12158,32,3,12,2,41.943289517,-87.67617968
12159,18,3,12,2,41.739444442,-87.71433292
12160,31,3,21,2,41.935276807,-87.73136978
12161,19,3,13,2,41.695355838,-87.69825097
12162,48,3,4,2,41.991562064,-87.65528366
12163,16,3,1,2,41.790123711,-87.6957406
12164,16,3,55,2,41.777270186,-87.687655
12165,18,3,11,3,41.740371901,-87.72540983
12166,47,3,5,3,41.952642832,-87.68827979
12167,48,3,2,3,41.989255199,-87.65521256
12168,13,3,1,3,41.791147785,-87.73743536
12169,48,3,23,3,41.98703936,-87.65543918
12170,18,3,66,3,41.754794485,-87.72029842
12171,48,3,13,3,41.983886041,-87.65534235
12172,32,3,1,3,41.919240532,-87.68486324
12173,31,3,30,3,41.935287268,-87.74562003
12174,48,3,2,3,41.983976877,-87.65215715
12175,31,3,10,3,41.93712937,-87.74569148
12176,15,3,19,3,41.788530212,-87.67664597
12177,15,3,49,3,41.793412446,-87.68142435
12178,23,3,28,3,41.782509073,-87.79315753
12179,23,3,30,3,41.777416406,-87.78599768
12180,23,3,28,3,41.775818162,-87.79084175
12181,23,3,38,3,41.7756928,-87.7845154
12182,23,3,42,3,41.775950866,-87.78215537
12183,31,3,7,3,41.937148713,-87.74429961
12184,23,3,20,3,41.77470018,-87.78996535
12185,32,3,7,3,41.912105039,-87.68253166
12186,15,3,1,3,41.79397729,-87.68421858
12187,13,3,19,3,41.793005666,-87.73281491
12188,19,3,2,3,41.70608296,-87.70146672
12189,13,3,4,3,41.789051918,-87.72319655
12190,23,3,1,3,41.785126424,-87.72308541
12191,18,3,1,3,41.746082538,-87.72194747
12192,18,3,1,3,41.742013301,-87.72181998
12193,18,3,1,3,41.737654856,-87.72138363
12194,23,3,12,3,41.789878434,-87.76327244
12195,21,3,8,3,41.724798975,-87.6629114
12196,13,3,13,3,41.791741054,-87.77340113
12197,16,3,1,3,41.779123484,-87.6837831
12198,32,3,20,3,41.92866979,-87.68792224
12199,50,3,1,3,41.990405644,-87.71413423
12200,45,3,3,4,41.967835747,-87.75428187
12201,50,3,84,4,41.992156622,-87.71352186
12202,13,3,19,4,41.78736407,-87.78665579
12203,40,3,2,4,41.983255624,-87.68959891
12204,32,3,8,4,41.921890578,-87.68740101
12205,31,3,1,4,41.931664883,-87.74504704
12206,4,3,71,4,41.821380442,-87.60595363
12207,4,3,27,4,41.841951089,-87.61812077
12208,16,3,13,4,41.783001373,-87.68502485
12209,16,3,8,4,41.781171201,-87.68372699
12210,32,3,32,4,41.928711322,-87.68788275
12211,34,3,3,4,41.68699135,-87.64235769
12212,50,3,4,4,41.99545302,-87.7158435
12213,32,3,12,4,41.923442285,-87.68530332
12214,19,3,4,4,41.706322628,-87.66848716
12215,19,3,10,4,41.688027367,-87.67140365
12216,19,3,1,4,41.688588851,-87.70695638
12217,16,3,1,4,41.786863201,-87.64997215
12218,23,3,15,4,41.774911023,-87.71321893
12219,23,3,48,4,41.775395005,-87.71322807
12220,23,3,12,4,41.777269007,-87.71326835
12221,48,3,11,4,41.97667054,-87.65070167
12222,48,3,9,4,41.973460613,-87.65217139
12223,48,3,6,4,41.975191302,-87.65382715
12224,32,3,8,4,41.939420519,-87.68187525
12225,8,3,17,5,41.746292257,-87.57339338
12226,8,3,25,5,41.746325145,-87.57095935
12227,8,3,8,5,41.733586217,-87.57071543
12228,8,3,23,5,41.733619469,-87.56828541
12229,13,3,25,5,41.787290598,-87.7949103
12230,9,3,2,5,41.736191518,-87.62407807
12231,43,3,40,5,41.931021592,-87.65031051
12232,20,3,59,5,41.785810357,-87.61570001
12233,43,3,23,5,41.926642382,-87.65350529
12234,16,3,9,5,41.780844382,-87.69358705
12235,8,3,20,5,41.735376241,-87.57319359
12236,8,3,5,5,41.733520225,-87.57557235
12237,8,3,55,5,41.73344889,-87.58043191
12238,8,3,45,5,41.733495839,-87.58274291
12239,19,3,4,5,41.70605111,-87.70385445
12240,4,3,33,5,41.83660307,-87.61360439
12241,8,3,85,5,41.733451662,-87.58509941
12242,21,3,19,5,41.731920243,-87.66309894
12243,21,3,6,5,41.737518583,-87.66325375
12244,16,3,100,5,41.775745382,-87.66397095
12245,16,3,100,5,41.777566865,-87.66402057
12246,30,3,15,5,41.932486235,-87.77951046
12247,20,3,7,5,41.780339275,-87.60278317
12248,32,3,3,5,41.920724727,-87.68711927
12249,34,3,2,5,41.703185819,-87.64286459
12250,23,3,16,5,41.794258431,-87.73039724
12251,13,3,13,5,41.792428654,-87.72081035
12252,41,3,37,5,41.981523565,-87.8219086
12253,8,3,98,5,41.749595809,-87.60264989
12254,8,3,41,5,41.747764044,-87.60259507
12255,8,3,58,5,41.747790977,-87.60017602
12256,8,3,15,5,41.735412171,-87.57076616
12257,8,3,10,5,41.733486085,-87.57800053
12258,19,3,35,5,41.700219481,-87.70371485
12259,31,3,5,5,41.937002034,-87.73682382
12260,4,3,3,6,41.844408672,-87.62196118
12261,19,3,10,6,41.698425553,-87.69856863
12262,19,3,13,6,41.689671077,-87.68414962
12263,5,3,1,6,41.769649815,-87.58638311
12264,45,3,11,6,41.968106617,-87.7502657
12265,30,3,25,6,41.923935335,-87.77577956
12266,32,3,22,6,41.93812139,-87.68059337
12267,19,3,51,6,41.686435706,-87.7032202
12268,16,3,17,6,41.772689476,-87.65932455
12269,45,3,7,6,41.952671328,-87.73037377
12270,4,3,2,6,41.820407173,-87.60534567
12271,23,3,2,6,41.796230098,-87.75737104
12272,8,3,7,6,41.733553249,-87.57317562
12273,45,3,1,6,41.962912269,-87.75627917
12274,19,3,30,6,41.686842901,-87.70294154
12275,48,3,12,6,41.976829902,-87.64768021
12276,45,3,5,6,41.949919518,-87.72773449
12277,4,3,4,6,41.821834711,-87.60447203
12278,45,3,13,6,41.952766126,-87.75206865
12279,4,3,2,6,41.841972048,-87.61639696
12280,31,3,9,6,41.933397262,-87.74681569
12281,20,3,41,6,41.772074633,-87.61193864
12282,13,3,7,6,41.791241628,-87.72937756
12283,30,3,1,6,41.932970876,-87.78225496
12284,30,3,21,6,41.932112574,-87.78193183
12285,26,3,8,6,41.902937679,-87.70719728
12286,21,3,8,6,41.73388075,-87.66315894
12287,23,3,16,7,41.798284381,-87.73051562
12288,23,3,39,7,41.800058671,-87.73085562
12289,13,3,24,7,41.793046066,-87.72848877
12290,50,3,35,7,41.993915824,-87.71416373
12291,45,3,30,7,41.955868626,-87.75169029
12292,19,3,23,7,41.704455701,-87.66953343
12293,31,3,5,7,41.940717564,-87.75445179
12294,13,3,7,7,41.787525845,-87.73661441
12295,50,3,10,7,41.990532442,-87.70310134
12296,31,3,1,7,41.937088726,-87.7650741
12297,13,3,15,7,41.790843283,-87.77551257
12298,45,3,6,7,41.949832701,-87.7509857
12299,48,3,26,7,41.996510057,-87.65573077
12300,45,3,10,7,41.953687266,-87.71929788
12301,19,3,4,7,41.684005799,-87.72413683
12302,50,3,32,7,41.996279343,-87.717631
12303,23,3,7,7,41.788953534,-87.76222523
12304,45,3,23,7,41.954572537,-87.71891345
12305,42,3,1,8,41.890906644,-87.63308257
12306,16,3,56,8,41.770455493,-87.65197667
12307,45,3,17,8,41.955269058,-87.75429446
12308,33,3,7,8,41.965672696,-87.71095582
12309,42,3,9,8,41.889979215,-87.62659347
12310,31,3,22,8,41.93247755,-87.75258159
12311,43,3,22,9,41.929203774,-87.64904014
12312,45,3,13,9,41.949759411,-87.74046693
12313,42,3,27,9,41.878596746,-87.63536077
12314,4,3,14,9,41.839813361,-87.61455707
12315,50,3,7,9,41.990520862,-87.70076564
12316,42,3,4,9,41.889465329,-87.62650927
